language,ISO_code,thisN,thisTrialN,thisRepN,instr_msg_EN,instr_pics,instr_msg_ES,instr_msg_FR,images_sizeW,images_sizeH,hljt_images,hljt_side,hljt_view,hljt_angle,hljt_direction,hljt_correct_both,hljt_correct_one,pract_hljt_response.keys,pract_hljt_response.corr,pract_hljt_response.rt,pract_hljt_response.duration,block_msg_EN,block_pause_msg_EN,block_msg_ES,block_pause_msg_ES,block_msg_FR,block_pause_msg_FR,test_hljt_response.keys,test_hljt_response.corr,test_hljt_response.rt,test_hljt_response.duration,language_loop.thisRepN,language_loop.thisTrialN,language_loop.thisN,language_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,pract_block.thisRepN,pract_block.thisTrialN,pract_block.thisN,pract_block.thisIndex,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,test_block.thisRepN,test_block.thisTrialN,test_block.thisN,test_block.thisIndex,test_trial_loop.thisRepN,test_trial_loop.thisTrialN,test_trial_loop.thisN,test_trial_loop.thisIndex,thisRow.t,notes,language_code,start_time,Welcome.started,Welcome.stopped,ITI,pract_hljt_image.started,pract_hljt_response.started,pract_loop.pract_hljt_response.keys,pract_loop.pract_hljt_response.corr,pract_loop.pract_hljt_response.rt,pract_loop.pract_hljt_response.duration,block_welcome.started,block_welcome.stopped,test_trial.started,test_square.started,test_hljt_image.started,test_hljt_response.started,square_left_3.started,square_right_3.started,test_trial.stopped,test_trial_loop.test_hljt_response.keys,test_trial_loop.test_hljt_response.corr,test_trial_loop.test_hljt_response.rt,test_trial_loop.test_hljt_response.duration,test_feedback.started,test_feedback.stopped,block_pause.started,block_pause.stopped,end_time,completion_time,Goodbye.started,Goodbye.stopped,participant,session,language,response_mode,practice_block,n_angles,hand_views,n_reps,feedback,date,expName,psychopyVersion,frameRate,expStart,
English,FR,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,0.0748182999996061,,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02028379999956087,0.06785279999985505,1.2766707000000679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,0,0,0,"After each image, you will receive a short feedback on your response:

If you respond correctly, the corresponding box will turn green

If you respond incorrectly, the corresponding box will turn red

Remember that your goal is to respond as accurately and fast as possible",hljt_instr_images/instr_pic3.jpg,"Tras cada imagen, recibirás un feedback corto sobre tu respuesta:

Si respondes correctamente, la caja correspondiente se volverá verde

Si respondes incorrectamente, la caja correspondiente se volverá roja

Recuerda que tu objetivo es responder tan precisa y rápidamente como puedas","Après chaque image, vous recevrez un bref commentaire sur votre réponse :

Si vous répondez correctement, la case correspondante devient verte.

Si votre réponse est incorrecte, la case correspondante devient rouge.

N'oubliez pas que votre objectif est de répondre le plus précisément et le plus rapidement possible.
",0.6,0.5,hljt_images/left_dorsal.png,left,dorsal,180,down,s,g,l,0,0.7097462000001542,None,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,0,0,0,14,,,,,,,,,7.037927100000161,,,,,,0.7220957491743982,7.772977300000093,7.772977300000093,l,0,0.7097462000001542,None,,,,,,,,,,,,,,,,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,1,1,0,,,,,,,hljt_images/left_dorsal.png,left,dorsal,270,medial,s,g,s,1,0.4031205000001137,None,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,15,,,,,,,,,8.804698300000382,,,,,,0.7945621250345394,9.591201999999612,9.591201999999612,s,1,0.4031205000001137,None,,,,,,,,,,,,,,,,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,2,2,0,,,,,,,hljt_images/right_palmar.png,right,palmar,90,lateral,l,h,s,0,0.5649256000006062,None,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,1,,,,,,,,,10.321438400000261,,,,,,0.6892549968421943,11.037687899999582,11.037687899999582,s,0,0.5649256000006062,None,,,,,,,,,,,,,,,,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,3,3,0,,,,,,,hljt_images/left_palmar.png,left,palmar,180,down,s,g,l,0,0.63740609999968,None,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,10,,,,,,,,,11.904366400000072,,,,,,0.7787193008797678,12.694302900000366,12.694302900000366,l,0,0.63740609999968,None,,,,,,,,,,,,,,,,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,4,4,0,,,,,,,hljt_images/left_dorsal.png,left,dorsal,0,up,s,g,s,1,0.5845734000004086,None,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,12,,,,,,,,,13.654340600000069,,,,,,0.7035939397819237,14.362333500000204,14.362333500000204,s,1,0.5845734000004086,None,,,,,,,,,,,,,,,,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,5,5,0,,,,,,,hljt_images/right_palmar.png,right,palmar,270,medial,l,h,l,1,0.6959188999999242,None,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,3,,,,,,,,,15.271818999999596,,,,,,0.7398395783408032,16.01154630000019,16.01154630000019,l,1,0.6959188999999242,None,,,,,,,,,,,,,,,,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,6,6,0,,,,,,,hljt_images/left_palmar.png,left,palmar,0,up,s,g,s,1,0.6821714999996402,None,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,8,,,,,,,,,17.03807500000039,,,,,,0.9621678458908962,17.992543999999725,17.992543999999725,s,1,0.6821714999996402,None,,,,,,,,,,,,,,,,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,7,7,0,,,,,,,hljt_images/left_dorsal.png,left,dorsal,90,lateral,s,g,s,1,0.6484131999995952,None,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,13,,,,,,,,,19.005191600000217,,,,,,0.6933647689142071,19.698687199999767,19.698687199999767,s,1,0.6484131999995952,None,,,,,,,,,,,,,,,,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,8,8,0,,,,,,,hljt_images/right_dorsal.png,right,dorsal,180,down,l,h,l,1,1.714074399999845,None,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,6,,,,,,,,,20.67172589999973,,,,,,0.8220811772782528,21.497693199999958,21.497693199999958,l,1,1.714074399999845,None,,,,,,,,,,,,,,,,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,9,9,0,,,,,,,hljt_images/right_dorsal.png,right,dorsal,270,lateral,l,h,l,1,0.6884305000003224,None,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,7,,,,,,,,,23.53856259999975,,,,,,0.8392780842933065,24.37765500000023,24.37765500000023,l,1,0.6884305000003224,None,,,,,,,,,,,,,,,,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,10,10,0,,,,,,,hljt_images/right_dorsal.png,right,dorsal,90,medial,l,h,l,1,0.6044490000003861,None,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,5,,,,,,,,,25.38818160000028,,,,,,0.7230398252830887,26.110425400000167,26.110425400000167,l,1,0.6044490000003861,None,,,,,,,,,,,,,,,,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,11,11,0,,,,,,,hljt_images/left_palmar.png,left,palmar,90,medial,s,g,s,1,0.7686968000007255,None,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,9,,,,,,,,,27.03799059999983,,,,,,0.8764356952762893,27.913730999999643,27.913730999999643,s,1,0.7686968000007255,None,,,,,,,,,,,,,,,,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,12,12,0,,,,,,,hljt_images/right_dorsal.png,right,dorsal,0,up,l,h,l,1,0.47484459999941464,None,,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,4,,,,,,,,,29.004233999999997,,,,,,0.7140023716733255,29.712445500000285,29.712445500000285,l,1,0.47484459999941464,None,,,,,,,,,,,,,,,,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,13,13,0,,,,,,,hljt_images/right_palmar.png,right,palmar,0,up,l,h,s,0,0.4368540999994366,None,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,0,,,,,,,,,30.505321800000274,,,,,,0.8072681443775559,31.30958709999959,31.30958709999959,s,0,0.4368540999994366,None,,,,,,,,,,,,,,,,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,14,14,0,,,,,,,hljt_images/right_palmar.png,right,palmar,180,down,l,h,l,1,0.5813240999996196,None,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,2,,,,,,,,,32.07179410000026,,,,,,0.8736484369198152,32.94199279999975,32.94199279999975,l,1,0.5813240999996196,None,,,,,,,,,,,,,,,,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,15,15,0,,,,,,,hljt_images/left_palmar.png,left,palmar,270,lateral,s,g,s,1,0.932258499999989,None,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,11,,,,,,,,,33.855154400000174,,,,,,0.8660925443951484,34.72681190000003,34.72681190000003,s,1,0.932258499999989,None,,,,,,,,,,,,,,,,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,0,0,0,,,,,,,hljt_images/left_palmar.png,left,palmar,0,up,s,g,,,,,"Now you are going to do the test blocks

There are 4 blocks, with a break between them",You have finished the first block,"Ahora vas a realizar los bloques de prueba

Hay 4 bloques, con un descanso entre ellos",Has finalizado el primer bloque,"Vous allez maintenant faire les blocs de test

Il y a 4 blocs, avec une pause entre les deux",Vous avez terminé le premier bloc,s,1,0.709669799999574,None,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,8,44.43716070000028,,,,,,0.7776530836460379,,,,,,,36.008395400000154,41.42418269999962,45.21240399999988,45.2203399,45.2203399,45.2203399,45.2203399,45.2203399,45.939864599999964,s,1,0.709669799999574,None,45.96402719999969,46.239246600000115,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,1,1,0,,,,,,,hljt_images/left_dorsal.png,left,dorsal,180,down,s,g,,,,,"Now you are going to do the test blocks

There are 4 blocks, with a break between them",You have finished the first block,"Ahora vas a realizar los bloques de prueba

Hay 4 bloques, con un descanso entre ellos",Has finalizado el primer bloque,"Vous allez maintenant faire les blocs de test

Il y a 4 blocs, avec une pause entre les deux",Vous avez terminé le premier bloc,l,0,0.5444263999997929,None,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,14,46.254499399999986,,,,,,0.7521870469600711,,,,,,,,,47.01162589999967,47.025844400000096,47.025844400000096,47.025844400000096,47.025844400000096,47.025844400000096,47.57394649999969,l,0,0.5444263999997929,None,47.58780430000024,47.87200740000026,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,2,2,0,,,,,,,hljt_images/right_dorsal.png,right,dorsal,90,medial,l,h,,,,,"Now you are going to do the test blocks

There are 4 blocks, with a break between them",You have finished the first block,"Ahora vas a realizar los bloques de prueba

Hay 4 bloques, con un descanso entre ellos",Has finalizado el primer bloque,"Vous allez maintenant faire les blocs de test

Il y a 4 blocs, avec une pause entre les deux",Vous avez terminé le premier bloc,l,1,0.673681399999623,None,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,5,47.88786330000039,,,,,,0.8157146947662866,,,,,,,,,48.69008769999982,48.69622030000028,48.69622030000028,48.69622030000028,48.69622030000028,48.69622030000028,49.3731813000004,l,1,0.673681399999623,None,49.38691219999964,49.671915799999624,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,3,3,0,,,,,,,hljt_images/right_palmar.png,right,palmar,0,up,l,h,,,,,"Now you are going to do the test blocks

There are 4 blocks, with a break between them",You have finished the first block,"Ahora vas a realizar los bloques de prueba

Hay 4 bloques, con un descanso entre ellos",Has finalizado el primer bloque,"Vous allez maintenant faire les blocs de test

Il y a 4 blocs, avec une pause entre les deux",Vous avez terminé le premier bloc,l,1,0.58646090000002,None,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,0,49.68795649999993,,,,,,0.8086705280638596,,,,,,,,,50.48872870000014,50.49652030000016,50.49652030000016,50.49652030000016,50.49652030000016,50.49652030000016,51.090338599999995,l,1,0.58646090000002,None,51.10393579999982,51.3888337999997,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,4,4,0,,,,,,,hljt_images/left_palmar.png,left,palmar,90,medial,s,g,,,,,"Now you are going to do the test blocks

There are 4 blocks, with a break between them",You have finished the first block,"Ahora vas a realizar los bloques de prueba

Hay 4 bloques, con un descanso entre ellos",Has finalizado el primer bloque,"Vous allez maintenant faire les blocs de test

Il y a 4 blocs, avec une pause entre les deux",Vous avez terminé le premier bloc,s,1,0.7874301000001651,None,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,9,51.40396429999964,,,,,,0.7265775245565298,,,,,,,,,52.121255799999744,52.12667369999963,52.12667369999963,52.12667369999963,52.12667369999963,52.12667369999963,52.92333820000022,s,1,0.7874301000001651,None,52.93942049999987,53.222623399999975,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,5,5,0,,,,,,,hljt_images/left_dorsal.png,left,dorsal,270,medial,s,g,,,,,"Now you are going to do the test blocks

There are 4 blocks, with a break between them",You have finished the first block,"Ahora vas a realizar los bloques de prueba

Hay 4 bloques, con un descanso entre ellos",Has finalizado el primer bloque,"Vous allez maintenant faire les blocs de test

Il y a 4 blocs, avec une pause entre les deux",Vous avez terminé le premier bloc,s,1,0.6888763999995717,None,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,15,53.23722379999981,,,,,,0.8278048308687109,,,,,,,,,54.05839780000042,54.065210099999604,54.065210099999604,54.065210099999604,54.065210099999604,54.065210099999604,54.757351799999924,s,1,0.6888763999995717,None,54.77423949999957,55.05573910000021,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,6,6,0,,,,,,,hljt_images/right_palmar.png,right,palmar,270,medial,l,h,,,,,"Now you are going to do the test blocks

There are 4 blocks, with a break between them",You have finished the first block,"Ahora vas a realizar los bloques de prueba

Hay 4 bloques, con un descanso entre ellos",Has finalizado el primer bloque,"Vous allez maintenant faire les blocs de test

Il y a 4 blocs, avec une pause entre les deux",Vous avez terminé le premier bloc,l,1,0.4923706999998103,None,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,3,55.07081610000023,,,,,,0.9849970003459665,,,,,,,,,56.054876899999726,56.06132489999982,56.06132489999982,56.06132489999982,56.06132489999982,56.06132489999982,56.5703297,l,1,0.4923706999998103,None,56.578860100000384,56.85595699999976,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,7,7,0,,,,,,,hljt_images/left_dorsal.png,left,dorsal,0,up,s,g,,,,,"Now you are going to do the test blocks

There are 4 blocks, with a break between them",You have finished the first block,"Ahora vas a realizar los bloques de prueba

Hay 4 bloques, con un descanso entre ellos",Has finalizado el primer bloque,"Vous allez maintenant faire les blocs de test

Il y a 4 blocs, avec une pause entre les deux",Vous avez terminé le premier bloc,s,1,0.47902870000052644,None,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,12,56.87078709999969,,,,,,0.842603495430609,,,,,,,,,57.70830980000028,57.715162800000144,57.715162800000144,57.715162800000144,57.715162800000144,57.715162800000144,58.206505400000424,s,1,0.47902870000052644,None,58.22523040000033,58.505473000000165,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,8,8,0,,,,,,,hljt_images/left_palmar.png,left,palmar,270,lateral,s,g,,,,,"Now you are going to do the test blocks

There are 4 blocks, with a break between them",You have finished the first block,"Ahora vas a realizar los bloques de prueba

Hay 4 bloques, con un descanso entre ellos",Has finalizado el primer bloque,"Vous allez maintenant faire les blocs de test

Il y a 4 blocs, avec une pause entre les deux",Vous avez terminé le premier bloc,l,0,0.5729388999998264,None,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,11,58.52075390000027,,,,,,0.7568509324662704,,,,,,,,,59.27199980000023,59.27839810000023,59.27839810000023,59.27839810000023,59.27839810000023,59.27839810000023,59.85772100000031,l,0,0.5729388999998264,None,59.87663200000043,60.1555513000003,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,9,9,0,,,,,,,hljt_images/right_dorsal.png,right,dorsal,0,up,l,h,,,,,"Now you are going to do the test blocks

There are 4 blocks, with a break between them",You have finished the first block,"Ahora vas a realizar los bloques de prueba

Hay 4 bloques, con un descanso entre ellos",Has finalizado el primer bloque,"Vous allez maintenant faire les blocs de test

Il y a 4 blocs, avec une pause entre les deux",Vous avez terminé le premier bloc,l,1,0.46248219999961293,None,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,4,60.170765500000016,,,,,,0.8704156087350046,,,,,,,,,61.03722509999989,61.04382069999974,61.04382069999974,61.04382069999974,61.04382069999974,61.04382069999974,61.52351920000001,l,1,0.46248219999961293,None,61.53830990000006,61.80946539999968,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,10,10,0,,,,,,,hljt_images/left_palmar.png,left,palmar,180,down,s,g,,,,,"Now you are going to do the test blocks

There are 4 blocks, with a break between them",You have finished the first block,"Ahora vas a realizar los bloques de prueba

Hay 4 bloques, con un descanso entre ellos",Has finalizado el primer bloque,"Vous allez maintenant faire les blocs de test

Il y a 4 blocs, avec une pause entre les deux",Vous avez terminé le premier bloc,s,1,0.7774436999998215,None,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,61.82394589999967,,,,,,0.7092968072437392,,,,,,,,,62.522545300000274,62.528983700000026,62.528983700000026,62.528983700000026,62.528983700000026,62.528983700000026,63.32075580000037,s,1,0.7774436999998215,None,63.34084849999999,63.62096819999988,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,11,11,0,,,,,,,hljt_images/left_dorsal.png,left,dorsal,90,lateral,s,g,,,,,"Now you are going to do the test blocks

There are 4 blocks, with a break between them",You have finished the first block,"Ahora vas a realizar los bloques de prueba

Hay 4 bloques, con un descanso entre ellos",Has finalizado el primer bloque,"Vous allez maintenant faire les blocs de test

Il y a 4 blocs, avec une pause entre les deux",Vous avez terminé le premier bloc,s,1,0.6869399000006524,None,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,13,63.63631540000006,,,,,,0.820294203554736,,,,,,,,,64.45335049999994,64.45947520000027,64.45947520000027,64.45947520000027,64.45947520000027,64.45947520000027,65.15481540000019,s,1,0.6869399000006524,None,65.17231189999984,65.43873160000021,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,12,12,0,,,,,,,hljt_images/right_dorsal.png,right,dorsal,180,down,l,h,,,,,"Now you are going to do the test blocks

There are 4 blocks, with a break between them",You have finished the first block,"Ahora vas a realizar los bloques de prueba

Hay 4 bloques, con un descanso entre ellos",Has finalizado el primer bloque,"Vous allez maintenant faire les blocs de test

Il y a 4 blocs, avec une pause entre les deux",Vous avez terminé le premier bloc,s,0,0.9232501000005868,None,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,6,65.45368429999962,,,,,,0.8803334205703943,,,,,,,,,66.31115620000037,66.31922269999995,66.31922269999995,66.31922269999995,66.31922269999995,66.31922269999995,67.2563541999998,s,0,0.9232501000005868,None,67.27092809999976,67.5529974000001,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,13,13,0,,,,,,,hljt_images/right_palmar.png,right,palmar,90,lateral,l,h,,,,,"Now you are going to do the test blocks

There are 4 blocks, with a break between them",You have finished the first block,"Ahora vas a realizar los bloques de prueba

Hay 4 bloques, con un descanso entre ellos",Has finalizado el primer bloque,"Vous allez maintenant faire les blocs de test

Il y a 4 blocs, avec une pause entre les deux",Vous avez terminé le premier bloc,l,1,0.8497897999995985,None,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,1,67.5692095000004,,,,,,0.9611427233122825,,,,,,,,,68.52155140000013,68.52834179999991,68.52834179999991,68.52834179999991,68.52834179999991,68.52834179999991,69.38971990000027,l,1,0.8497897999995985,None,69.40615009999965,69.68850010000006,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,14,14,0,,,,,,,hljt_images/right_palmar.png,right,palmar,180,down,l,h,,,,,"Now you are going to do the test blocks

There are 4 blocks, with a break between them",You have finished the first block,"Ahora vas a realizar los bloques de prueba

Hay 4 bloques, con un descanso entre ellos",Has finalizado el primer bloque,"Vous allez maintenant faire les blocs de test

Il y a 4 blocs, avec une pause entre les deux",Vous avez terminé le premier bloc,l,1,0.5715219000003344,None,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,2,69.7037491000001,,,,,,0.7921782505353082,,,,,,,,,70.48969190000025,70.49511230000007,70.49511230000007,70.49511230000007,70.49511230000007,70.49511230000007,71.0708123000004,l,1,0.5715219000003344,None,71.08398899999975,71.37008760000026,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
