language,ISO_code,thisN,thisTrialN,thisRepN,instr_msg_EN,instr_pics,instr_msg_ES,instr_msg_FR,images_sizeW,images_sizeH,hljt_images,hljt_side,hljt_view,hljt_angle,hljt_direction,hljt_correct_both,hljt_correct_one,pract_hljt_response.keys,pract_hljt_response.corr,pract_hljt_response.rt,pract_hljt_response.duration,block_msg_EN,block_pause_msg_EN,block_msg_ES,block_pause_msg_ES,block_msg_FR,block_pause_msg_FR,test_hljt_response.keys,test_hljt_response.corr,test_hljt_response.rt,test_hljt_response.duration,language_loop.thisRepN,language_loop.thisTrialN,language_loop.thisN,language_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,pract_block.thisRepN,pract_block.thisTrialN,pract_block.thisN,pract_block.thisIndex,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,test_block.thisRepN,test_block.thisTrialN,test_block.thisN,test_block.thisIndex,test_trial_loop.thisRepN,test_trial_loop.thisTrialN,test_trial_loop.thisN,test_trial_loop.thisIndex,thisRow.t,notes,language_code,start_time,Welcome.started,Welcome.stopped,ITI,pract_hljt_image.started,pract_hljt_response.started,pract_loop.pract_hljt_response.keys,pract_loop.pract_hljt_response.corr,pract_loop.pract_hljt_response.rt,pract_loop.pract_hljt_response.duration,block_welcome.started,block_welcome.stopped,test_trial.started,test_square.started,test_hljt_image.started,test_hljt_response.started,square_left_3.started,square_right_3.started,test_trial.stopped,test_trial_loop.test_hljt_response.keys,test_trial_loop.test_hljt_response.corr,test_trial_loop.test_hljt_response.rt,test_trial_loop.test_hljt_response.duration,test_feedback.started,test_feedback.stopped,block_pause.started,block_pause.stopped,end_time,completion_time,Goodbye.started,Goodbye.stopped,participant,session,language,response_mode,practice_block,n_angles,hand_views,n_reps,feedback,date,expName,psychopyVersion,frameRate,expStart,
English,,15,15,0,,,,,,,hljt_images/right_dorsal.png,right,dorsal,270,lateral,l,h,,,,,"Now you are going to do the test blocks

There are 4 blocks, with a break between them",You have finished the first block,"Ahora vas a realizar los bloques de prueba

Hay 4 bloques, con un descanso entre ellos",Has finalizado el primer bloque,"Vous allez maintenant faire les blocs de test

Il y a 4 blocs, avec une pause entre les deux",Vous avez terminé le premier bloc,l,1,0.7017261999999391,None,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,7,71.3862949000004,,,,,,0.703981811532286,,,,,,,,,72.08590800000002,72.09290039999996,72.09290039999996,72.09290039999996,72.09290039999996,72.09290039999996,72.80460549999952,l,1,0.7017261999999391,None,72.81930899999952,73.10311530000035,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,0,0,0,,,,,,,hljt_images/left_dorsal.png,left,dorsal,180,down,s,g,,,,,"Now you are going to start the second block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the second block,"Ahora vas a empezar el segundo bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el segundo bloque,"Vous allez maintenant commencer le deuxième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le deuxième bloc,l,0,0.5941022000006342,None,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,14,86.98596550000002,,,,,,0.8898131231882014,,,,,,,78.53527440000016,83.97250410000015,87.87531349999972,87.88128010000037,87.88128010000037,87.88128010000037,87.88128010000037,87.88128010000037,88.48929239999961,l,0,0.5941022000006342,None,88.50681350000013,88.78660669999954,73.10964129999957,78.52283230000012,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,1,1,0,,,,,,,hljt_images/left_dorsal.png,left,dorsal,0,up,s,g,,,,,"Now you are going to start the second block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the second block,"Ahora vas a empezar el segundo bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el segundo bloque,"Vous allez maintenant commencer le deuxième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le deuxième bloc,s,1,0.649845699999787,None,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,12,88.80658810000023,,,,,,0.8291255291522959,,,,,,,,,89.61960739999995,89.62491829999999,89.62491829999999,89.62491829999999,89.62491829999999,89.62491829999999,90.28846900000008,s,1,0.649845699999787,None,90.3061531000003,90.58780879999995,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,2,2,0,,,,,,,hljt_images/right_dorsal.png,right,dorsal,180,down,l,h,,,,,"Now you are going to start the second block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the second block,"Ahora vas a empezar el segundo bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el segundo bloque,"Vous allez maintenant commencer le deuxième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le deuxième bloc,l,1,1.3124918999992587,None,,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,6,90.60289699999976,,,,,,0.6637153512633915,,,,,,,,,91.25311280000005,91.25886730000002,91.25886730000002,91.25886730000002,91.25886730000002,91.25886730000002,92.58855210000002,l,1,1.3124918999992587,None,92.60874950000016,92.88721840000017,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,3,3,0,,,,,,,hljt_images/left_palmar.png,left,palmar,270,lateral,s,g,,,,,"Now you are going to start the second block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the second block,"Ahora vas a empezar el segundo bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el segundo bloque,"Vous allez maintenant commencer le deuxième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le deuxième bloc,s,1,0.8070387999996456,None,,,,,,,,,,,,,,,,,0,1,1,1,0,3,3,11,92.9066912999997,,,,,,0.7821951902294624,,,,,,,,,93.68626820000009,93.69223340000008,93.69223340000008,93.69223340000008,93.69223340000008,93.69223340000008,94.50551650000034,s,1,0.8070387999996456,None,94.53605470000002,94.8046588999996,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,4,4,0,,,,,,,hljt_images/left_dorsal.png,left,dorsal,90,lateral,s,g,,,,,"Now you are going to start the second block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the second block,"Ahora vas a empezar el segundo bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el segundo bloque,"Vous allez maintenant commencer le deuxième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le deuxième bloc,s,1,0.73994969999967,None,,,,,,,,,,,,,,,,,0,1,1,1,0,4,4,13,94.81989199999953,,,,,,0.8193174715618756,,,,,,,,,95.64427100000012,95.65389649999997,95.65389649999997,95.65389649999997,95.65389649999997,95.65389649999997,96.40552969999953,s,1,0.73994969999967,None,96.42747440000039,96.70229949999975,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,5,5,0,,,,,,,hljt_images/right_dorsal.png,right,dorsal,270,lateral,l,h,,,,,"Now you are going to start the second block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the second block,"Ahora vas a empezar el segundo bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el segundo bloque,"Vous allez maintenant commencer le deuxième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le deuxième bloc,l,1,0.6375066000000515,None,,,,,,,,,,,,,,,,,0,1,1,1,0,5,5,7,96.7185227,,,,,,0.7758177606851199,,,,,,,,,97.48774950000006,97.4936144000003,97.4936144000003,97.4936144000003,97.4936144000003,97.4936144000003,98.13938309999958,l,1,0.6375066000000515,None,98.15661389999968,98.43758640000033,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,6,6,0,,,,,,,hljt_images/right_dorsal.png,right,dorsal,90,medial,l,h,,,,,"Now you are going to start the second block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the second block,"Ahora vas a empezar el segundo bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el segundo bloque,"Vous allez maintenant commencer le deuxième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le deuxième bloc,l,1,0.588203500000418,None,,,,,,,,,,,,,,,,,0,1,1,1,0,6,6,5,98.45319010000003,,,,,,0.9810123454789761,,,,,,,,,99.41814890000023,99.42373159999988,99.42373159999988,99.42373159999988,99.42373159999988,99.42373159999988,100.02175939999961,l,1,0.588203500000418,None,100.03796349999993,100.32076789999974,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,7,7,0,,,,,,,hljt_images/left_palmar.png,left,palmar,180,down,s,g,,,,,"Now you are going to start the second block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the second block,"Ahora vas a empezar el segundo bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el segundo bloque,"Vous allez maintenant commencer le deuxième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le deuxième bloc,s,1,1.2541314999998576,None,,,,,,,,,,,,,,,,,0,1,1,1,0,7,7,10,100.33644519999962,,,,,,0.9322147312516044,,,,,,,,,101.25517690000015,101.26117439999962,101.26117439999962,101.26117439999962,101.26117439999962,101.26117439999962,102.52226869999959,s,1,1.2541314999998576,None,102.54062590000012,102.82108640000024,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,8,8,0,,,,,,,hljt_images/right_dorsal.png,right,dorsal,0,up,l,h,,,,,"Now you are going to start the second block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the second block,"Ahora vas a empezar el segundo bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el segundo bloque,"Vous allez maintenant commencer le deuxième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le deuxième bloc,l,1,0.5314952999997331,None,,,,,,,,,,,,,,,,,0,1,1,1,0,8,8,4,102.83655110000018,,,,,,0.785554078971303,,,,,,,,,103.63307270000041,103.63929999999982,103.63929999999982,103.63929999999982,103.63929999999982,103.63929999999982,104.18787749999956,l,1,0.5314952999997331,None,104.2039192000002,104.4857578000001,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,9,9,0,,,,,,,hljt_images/right_palmar.png,right,palmar,90,lateral,l,h,,,,,"Now you are going to start the second block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the second block,"Ahora vas a empezar el segundo bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el segundo bloque,"Vous allez maintenant commencer le deuxième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le deuxième bloc,l,1,0.6500131000002511,None,,,,,,,,,,,,,,,,,0,1,1,1,0,9,9,1,104.5022657999998,,,,,,0.8443129321961161,,,,,,,,,105.33756679999988,105.34468149999975,105.34468149999975,105.34468149999975,105.34468149999975,105.34468149999975,106.00496209999983,l,1,0.6500131000002511,None,106.0205847999996,106.30415129999983,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,10,10,0,,,,,,,hljt_images/right_palmar.png,right,palmar,0,up,l,h,,,,,"Now you are going to start the second block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the second block,"Ahora vas a empezar el segundo bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el segundo bloque,"Vous allez maintenant commencer le deuxième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le deuxième bloc,l,1,0.5353694999994332,None,,,,,,,,,,,,,,,,,0,1,1,1,0,10,10,0,106.31945919999998,,,,,,0.7187043989641646,,,,,,,,,107.03725140000006,107.04347729999972,107.04347729999972,107.04347729999972,107.04347729999972,107.04347729999972,107.58836410000004,l,1,0.5353694999994332,None,107.6047037999997,107.88726609999958,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,11,11,0,,,,,,,hljt_images/right_palmar.png,right,palmar,180,down,l,h,,,,,"Now you are going to start the second block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the second block,"Ahora vas a empezar el segundo bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el segundo bloque,"Vous allez maintenant commencer le deuxième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le deuxième bloc,l,1,0.5435477999999421,None,,,,,,,,,,,,,,,,,0,1,1,1,0,11,11,2,107.9024687000001,,,,,,0.8562745994699306,,,,,,,,,108.75826440000037,108.7626922999998,108.7626922999998,108.7626922999998,108.7626922999998,108.7626922999998,109.31961339999998,l,1,0.5435477999999421,None,109.3312206999999,109.6047179999996,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,12,12,0,,,,,,,hljt_images/left_palmar.png,left,palmar,0,up,s,g,,,,,"Now you are going to start the second block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the second block,"Ahora vas a empezar el segundo bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el segundo bloque,"Vous allez maintenant commencer le deuxième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le deuxième bloc,s,1,0.6227374000000054,None,,,,,,,,,,,,,,,,,0,1,1,1,0,12,12,8,109.61933399999998,,,,,,0.8396990218431514,,,,,,,,,110.45395759999974,110.45927980000033,110.45927980000033,110.45927980000033,110.45927980000033,110.45927980000033,111.08873500000027,s,1,0.6227374000000054,None,111.10650139999962,111.38738139999987,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,13,13,0,,,,,,,hljt_images/right_palmar.png,right,palmar,270,medial,l,h,,,,,"Now you are going to start the second block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the second block,"Ahora vas a empezar el segundo bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el segundo bloque,"Vous allez maintenant commencer le deuxième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le deuxième bloc,s,0,0.7779263000002175,None,,,,,,,,,,,,,,,,,0,1,1,1,0,13,13,3,111.40221779999956,,,,,,0.8352392381643318,,,,,,,,,112.23488240000006,112.24050379999971,112.24050379999971,112.24050379999971,112.24050379999971,112.24050379999971,113.02138920000016,s,0,0.7779263000002175,None,113.03770890000033,113.32083090000015,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,14,14,0,,,,,,,hljt_images/left_palmar.png,left,palmar,90,medial,s,g,,,,,"Now you are going to start the second block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the second block,"Ahora vas a empezar el segundo bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el segundo bloque,"Vous allez maintenant commencer le deuxième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le deuxième bloc,s,1,0.6890352999998868,None,,,,,,,,,,,,,,,,,0,1,1,1,0,14,14,9,113.33508400000028,,,,,,0.8435554345449285,,,,,,,,,114.17161860000033,114.17690140000013,114.17690140000013,114.17690140000013,114.17690140000013,114.17690140000013,114.87567789999957,s,1,0.6890352999998868,None,114.89449929999955,115.17031709999992,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,15,15,0,,,,,,,hljt_images/left_dorsal.png,left,dorsal,270,medial,s,g,,,,,"Now you are going to start the second block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the second block,"Ahora vas a empezar el segundo bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el segundo bloque,"Vous allez maintenant commencer le deuxième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le deuxième bloc,s,1,0.9707825000004959,None,,,,,,,,,,,,,,,,,0,1,1,1,0,15,15,15,115.18618409999999,,,,,,0.7786228227646474,,,,,,,,,115.95262889999958,115.95907999999963,115.95907999999963,115.95907999999963,115.95907999999963,115.95907999999963,116.93787940000038,s,1,0.9707825000004959,None,116.95321679999961,117.23671240000021,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,0,0,0,,,,,,,hljt_images/left_palmar.png,left,palmar,0,up,s,g,,,,,"Now you are going to start the third block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the third block,"Ahora vas a empezar el tercer bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el tercer bloque,"Vous  allez maintenant commencer le troisième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le troisième bloc,s,1,0.7386032000003979,None,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,8,131.2351478999999,,,,,,0.9575277050822224,,,,,,,122.88106700000026,128.22237649999988,132.18594699999994,132.19212510000034,132.19212510000034,132.19212510000034,132.19212510000034,132.19212510000034,132.93581929999982,s,1,0.7386032000003979,None,132.95195160000003,133.2349446999997,117.24499120000019,122.87188109999988,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,1,1,0,,,,,,,hljt_images/left_dorsal.png,left,dorsal,90,lateral,s,g,,,,,"Now you are going to start the third block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the third block,"Ahora vas a empezar el tercer bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el tercer bloque,"Vous  allez maintenant commencer le troisième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le troisième bloc,s,1,0.5941177000004245,None,,,,,,,,,,,,,,,,,0,2,2,2,0,1,1,13,133.25119540000014,,,,,,0.7829697599582577,,,,,,,,,134.0174152999998,134.02387530000033,134.02387530000033,134.02387530000033,134.02387530000033,134.02387530000033,134.6211929000001,s,1,0.5941177000004245,None,134.63825019999967,134.9197065999997,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,2,2,0,,,,,,,hljt_images/left_palmar.png,left,palmar,270,lateral,s,g,,,,,"Now you are going to start the third block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the third block,"Ahora vas a empezar el tercer bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el tercer bloque,"Vous  allez maintenant commencer le troisième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le troisième bloc,s,1,0.892180300000291,None,,,,,,,,,,,,,,,,,0,2,2,2,0,2,2,11,134.93525409999984,,,,,,0.9122846853879534,,,,,,,,,135.83095270000013,135.83771960000013,135.83771960000013,135.83771960000013,135.83771960000013,135.83771960000013,136.73677109999971,s,1,0.892180300000291,None,136.75482379999994,137.0366041999996,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,3,3,0,,,,,,,hljt_images/right_dorsal.png,right,dorsal,90,medial,l,h,,,,,"Now you are going to start the third block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the third block,"Ahora vas a empezar el tercer bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el tercer bloque,"Vous  allez maintenant commencer le troisième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le troisième bloc,l,1,0.6936083999999028,None,,,,,,,,,,,,,,,,,0,2,2,2,0,3,3,5,137.0517034000004,,,,,,0.703732007668807,,,,,,,,,137.75065050000012,137.75680920000013,137.75680920000013,137.75680920000013,137.75680920000013,137.75680920000013,138.4546022000004,l,1,0.6936083999999028,None,138.47196350000013,138.75396180000007,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,4,4,0,,,,,,,hljt_images/right_dorsal.png,right,dorsal,180,down,l,h,,,,,"Now you are going to start the third block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the third block,"Ahora vas a empezar el tercer bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el tercer bloque,"Vous  allez maintenant commencer le troisième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le troisième bloc,s,0,0.845533699999578,None,,,,,,,,,,,,,,,,,0,2,2,2,0,4,4,6,138.7672564000004,,,,,,0.6614704083861689,,,,,,,,,139.41633319999983,139.42168709999987,139.42168709999987,139.42168709999987,139.42168709999987,139.42168709999987,140.27112190000025,s,0,0.845533699999578,None,140.28732320000017,140.57042019999972,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,5,5,0,,,,,,,hljt_images/left_palmar.png,left,palmar,180,down,s,g,,,,,"Now you are going to start the third block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the third block,"Ahora vas a empezar el tercer bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el tercer bloque,"Vous  allez maintenant commencer le troisième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le troisième bloc,s,1,1.190100199999506,None,,,,,,,,,,,,,,,,,0,2,2,2,0,5,5,10,140.58526489999986,,,,,,0.8329801925833911,,,,,,,,,141.4210178000003,141.42742429999998,141.42742429999998,141.42742429999998,141.42742429999998,141.42742429999998,142.62102380000033,s,1,1.190100199999506,None,142.63653729999987,142.91944439999952,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
English,,6,6,0,,,,,,,hljt_images/left_dorsal.png,left,dorsal,270,medial,s,g,,,,,"Now you are going to start the third block

Remember that your goal is to answer as QUICKLY AND ACCURATELY as possible",You have finished the third block,"Ahora vas a empezar el tercer bloque

Recuerda que tu objetivo es contestar tan PRECISA Y RÁPIDAMENTE como puedas",Has finalizado el tercer bloque,"Vous  allez maintenant commencer le troisième bloc

N'oubliez pas que votre objectif est de répondre le PLUS PRÉCISÉMENT ET LE PLUS RAPIDEMENT possible.",Vous avez terminé le troisième bloc,s,1,0.6824793999994654,None,,,,,,,,,,,,,,,,,0,2,2,2,0,6,6,15,142.93512350000037,,,,,,0.7817698883524032,,,,,,,,,143.70460420000018,143.7112030999997,143.7112030999997,143.7112030999997,143.7112030999997,143.7112030999997,144.40348259999973,s,1,0.6824793999994654,None,144.41956469999968,144.70289429999957,,,,,,,Example,1,English,Both hands,Yes,4 (increments of 90º),Palmar and Dorsal,4,0.3,2025-07-02_10h24.34.345,HLJT_local,2024.2.1,59.66291645453965,2025-07-02 10h25.15.071038 +0200,
